# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			2980327	2980327	2980327			
N_multimapping			5093342	5093342	5093342			
N_noFeature			1545699	28672789	28810795			
N_ambiguous			6214121	1500940	1492809			
ENSG00000000003.15	TSPAN6	protein_coding	1815	946	869	22.8866	8.1453	8.6267
ENSG00000000005.6	TNMD	protein_coding	1	0	1	0.0388	0.0138	0.0146
ENSG00000000419.13	DPM1	protein_coding	1552	764	788	73.5465	26.1752	27.7220
ENSG00000000457.14	SCYL3	protein_coding	551	422	412	4.5788	1.6296	1.7259
ENSG00000000460.17	C1orf112	protein_coding	135	230	241	1.2934	0.4603	0.4875
ENSG00000000938.13	FGR	protein_coding	567	275	292	9.5893	3.4128	3.6145
ENSG00000000971.16	CFH	protein_coding	3086	1568	1518	22.1193	7.8722	8.3374
ENSG00000001036.14	FUCA2	protein_coding	2264	1775	1747	45.8878	16.3315	17.2965
ENSG00000001084.13	GCLC	protein_coding	3170	1871	1846	21.0393	7.4879	7.9303
ENSG00000001167.14	NFYA	protein_coding	3157	1772	1761	47.3820	16.8632	17.8597
ENSG00000001460.18	STPG1	protein_coding	678	404	403	4.5565	1.6216	1.7175
ENSG00000001461.17	NIPAL3	protein_coding	5837	3006	2960	35.5324	12.6460	13.3933
ENSG00000001497.18	LAS1L	protein_coding	2374	1178	1196	10.8154	3.8492	4.0766
ENSG00000001561.7	ENPP4	protein_coding	231	124	107	2.8451	1.0126	1.0724
ENSG00000001617.12	SEMA3F	protein_coding	997	508	491	11.8164	4.2055	4.4540
ENSG00000001626.16	CFTR	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000001629.10	ANKIB1	protein_coding	3993	2046	1981	30.9095	11.0007	11.6507
ENSG00000001630.17	CYP51A1	protein_coding	900	482	432	14.5871	5.1915	5.4983
ENSG00000001631.16	KRIT1	protein_coding	334	176	184	3.0793	1.0959	1.1607
ENSG00000002016.18	RAD52	protein_coding	373	187	187	4.7379	1.6862	1.7859
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	1	0	2	0.0091	0.0032	0.0034
ENSG00000002330.14	BAD	protein_coding	793	1725	1622	26.5560	9.4513	10.0098
ENSG00000002549.12	LAP3	protein_coding	5705	2834	2871	86.2120	30.6828	32.4959
ENSG00000002586.20	CD99	protein_coding	15791	7419	8373	185.9216	66.1695	70.0796
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	155	76	79	1.1924	0.4244	0.4495
ENSG00000002726.21	AOC1	protein_coding	9	7	2	0.1360	0.0484	0.0513
ENSG00000002745.13	WNT16	protein_coding	15	12	3	0.2629	0.0936	0.0991
ENSG00000002746.15	HECW1	protein_coding	4	3	1	0.0164	0.0058	0.0062
ENSG00000002822.15	MAD1L1	protein_coding	44	21	24	0.3481	0.1239	0.1312
ENSG00000002834.18	LASP1	protein_coding	8815	5348	5343	71.4059	25.4133	26.9151
ENSG00000002919.15	SNX11	protein_coding	1365	721	644	18.8906	6.7231	7.1204
ENSG00000002933.9	TMEM176A	protein_coding	694	359	337	11.4165	4.0631	4.3032
ENSG00000003056.8	M6PR	protein_coding	3596	2187	2183	57.3731	20.4191	21.6257
ENSG00000003096.14	KLHL13	protein_coding	429	202	227	3.5139	1.2506	1.3245
ENSG00000003137.8	CYP26B1	protein_coding	2159	1060	1099	24.6241	8.7637	9.2816
ENSG00000003147.19	ICA1	protein_coding	153	82	95	1.7922	0.6378	0.6755
ENSG00000003249.15	DBNDD1	protein_coding	7429	3661	3853	95.2311	33.8927	35.8955
ENSG00000003393.15	ALS2	protein_coding	1448	731	717	7.9347	2.8239	2.9908
ENSG00000003400.15	CASP10	protein_coding	509	250	259	3.8403	1.3668	1.4475
ENSG00000003402.20	CFLAR	protein_coding	3970	2290	2157	10.1016	3.5952	3.8076
ENSG00000003436.16	TFPI	protein_coding	818	446	426	3.9942	1.4215	1.5055
ENSG00000003509.16	NDUFAF7	protein_coding	758	638	634	11.8750	4.2263	4.4761
ENSG00000003756.17	RBM5	protein_coding	2132	1652	1587	11.7742	4.1904	4.4381
ENSG00000003987.14	MTMR7	protein_coding	41	103	103	0.3385	0.1205	0.1276
ENSG00000003989.18	SLC7A2	protein_coding	873	431	443	6.3167	2.2481	2.3810
ENSG00000004059.11	ARF5	protein_coding	3475	1749	1768	108.9105	38.7612	41.0517
ENSG00000004139.14	SARM1	protein_coding	71	900	827	0.3657	0.1302	0.1378
ENSG00000004142.12	POLDIP2	protein_coding	5867	3182	3173	125.6848	44.7312	47.3745
ENSG00000004399.13	PLXND1	protein_coding	7739	3866	3873	46.3171	16.4842	17.4583
ENSG00000004455.17	AK2	protein_coding	7078	3662	3489	42.0618	14.9698	15.8544
ENSG00000004468.13	CD38	protein_coding	611	295	316	5.0967	1.8139	1.9211
ENSG00000004478.8	FKBP4	protein_coding	6296	4062	4251	69.7494	24.8238	26.2907
ENSG00000004487.17	KDM1A	protein_coding	4412	2189	2223	46.3889	16.5098	17.4854
ENSG00000004534.15	RBM6	protein_coding	2618	1317	1302	20.5156	7.3015	7.7330
ENSG00000004660.15	CAMKK1	protein_coding	554	275	279	4.2631	1.5172	1.6069
ENSG00000004700.16	RECQL	protein_coding	990	898	988	14.9843	5.3329	5.6480
ENSG00000004766.17	VPS50	protein_coding	1735	885	850	10.3816	3.6948	3.9131
ENSG00000004776.13	HSPB6	protein_coding	57	141	135	1.8911	0.6730	0.7128
ENSG00000004777.18	ARHGAP33	protein_coding	174	82	106	1.8921	0.6734	0.7132
ENSG00000004779.10	NDUFAB1	protein_coding	3361	1649	1713	124.1868	44.1980	46.8098
ENSG00000004799.8	PDK4	protein_coding	2015	979	1036	25.3638	9.0270	9.5604
ENSG00000004809.14	SLC22A16	protein_coding	1	0	1	0.0146	0.0052	0.0055
ENSG00000004838.14	ZMYND10	protein_coding	13	9	6	0.2574	0.0916	0.0970
ENSG00000004846.16	ABCB5	protein_coding	2428	1246	1182	15.0022	5.3393	5.6548
ENSG00000004848.8	ARX	protein_coding	44	25	19	0.8082	0.2876	0.3046
ENSG00000004864.14	SLC25A13	protein_coding	2265	1154	1111	34.9198	12.4280	13.1624
ENSG00000004866.22	ST7	protein_coding	2538	1403	1411	22.2445	7.9168	8.3846
ENSG00000004897.12	CDC27	protein_coding	3008	1618	1521	25.2125	8.9731	9.5034
ENSG00000004939.15	SLC4A1	protein_coding	7	3	4	0.0781	0.0278	0.0294
ENSG00000004948.16	CALCR	protein_coding	19	9	10	0.2574	0.0916	0.0970
ENSG00000004961.15	HCCS	protein_coding	1482	750	732	36.1788	12.8760	13.6369
ENSG00000004975.12	DVL2	protein_coding	1929	992	938	20.7356	7.3798	7.8159
ENSG00000005001.10	PRSS22	protein_coding	3	1	2	0.0720	0.0256	0.0271
ENSG00000005007.13	UPF1	protein_coding	8425	4224	4201	56.2102	20.0052	21.1873
ENSG00000005020.13	SKAP2	protein_coding	818	393	425	8.7274	3.1061	3.2896
ENSG00000005022.6	SLC25A5	protein_coding	17767	10852	10758	653.5240	232.5890	246.3333
ENSG00000005059.16	MCUB	protein_coding	467	217	261	7.5137	2.6741	2.8322
ENSG00000005073.6	HOXA11	protein_coding	357	211	222	7.6506	2.7229	2.8838
ENSG00000005075.15	POLR2J	protein_coding	1926	1030	925	81.3008	28.9349	30.6448
ENSG00000005100.13	DHX33	protein_coding	1314	640	674	12.9828	4.6206	4.8936
ENSG00000005102.14	MEOX1	protein_coding	51	29	22	1.0909	0.3883	0.4112
ENSG00000005108.16	THSD7A	protein_coding	178	90	97	0.9323	0.3318	0.3514
ENSG00000005156.12	LIG3	protein_coding	2101	1471	1417	9.3149	3.3152	3.5111
ENSG00000005175.10	RPAP3	protein_coding	1098	565	533	11.7389	4.1779	4.4247
ENSG00000005187.12	ACSM3	protein_coding	23	125	130	0.1752	0.0623	0.0660
ENSG00000005189.20	REXO5	protein_coding	69	37	38	0.9600	0.3417	0.3619
ENSG00000005194.15	CIAPIN1	protein_coding	2089	1030	1059	35.3195	12.5702	13.3130
ENSG00000005206.17	SPPL2B	protein_coding	1902	955	948	14.6637	5.2188	5.5272
ENSG00000005238.20	FAM214B	protein_coding	3048	1507	1541	27.3472	9.7329	10.3080
ENSG00000005243.10	COPZ2	protein_coding	574	268	306	17.5945	6.2619	6.6319
ENSG00000005249.13	PRKAR2B	protein_coding	737	378	359	9.8908	3.5201	3.7282
ENSG00000005302.19	MSL3	protein_coding	912	480	432	5.3338	1.8983	2.0105
ENSG00000005339.15	CREBBP	protein_coding	8574	4271	4306	31.6824	11.2758	11.9421
ENSG00000005379.17	TSPOAP1	protein_coding	636	313	328	3.1941	1.1368	1.2040
ENSG00000005381.8	MPO	protein_coding	18	11	8	0.2919	0.1039	0.1100
ENSG00000005421.9	PON1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005436.14	GCFC2	protein_coding	633	548	520	6.6287	2.3592	2.4986
ENSG00000005448.17	WDR54	protein_coding	309	143	166	6.1971	2.2055	2.3359
ENSG00000005469.12	CROT	protein_coding	426	196	230	4.8781	1.7361	1.8387
ENSG00000005471.19	ABCB4	protein_coding	132	72	60	0.9770	0.3477	0.3683
ENSG00000005483.21	KMT2E	protein_coding	4150	2277	2273	23.8587	8.4913	8.9931
ENSG00000005486.17	RHBDD2	protein_coding	7309	3591	3718	174.9194	62.2538	65.9325
ENSG00000005513.10	SOX8	protein_coding	1711	865	846	21.8938	7.7920	8.2524
ENSG00000005700.15	IBTK	protein_coding	1895	961	934	12.4314	4.4243	4.6858
ENSG00000005801.18	ZNF195	protein_coding	655	332	323	3.1991	1.1386	1.2058
ENSG00000005810.18	MYCBP2	protein_coding	4426	2791	2766	15.8352	5.6357	5.9688
ENSG00000005812.11	FBXL3	protein_coding	1085	1318	1397	8.7704	3.1214	3.3058
ENSG00000005844.19	ITGAL	protein_coding	1450	865	833	8.4080	2.9924	3.1692
ENSG00000005882.12	PDK2	protein_coding	1133	1059	1054	11.8452	4.2157	4.4648
ENSG00000005884.18	ITGA3	protein_coding	3718	1855	1863	21.6956	7.7215	8.1778
ENSG00000005889.16	ZFX	protein_coding	2508	1290	1220	15.8738	5.6495	5.9833
ENSG00000005893.16	LAMP2	protein_coding	23959	12071	11888	145.7249	51.8635	54.9282
ENSG00000005961.19	ITGA2B	protein_coding	75	41	34	0.7533	0.2681	0.2839
ENSG00000005981.13	ASB4	protein_coding	1	1	0	0.0124	0.0044	0.0047
ENSG00000006007.12	GDE1	protein_coding	3142	1954	1902	40.9373	14.5696	15.4305
ENSG00000006015.18	REX1BD	protein_coding	2637	1330	1307	44.7434	15.9242	16.8652
ENSG00000006016.11	CRLF1	protein_coding	133	266	288	2.5640	0.9125	0.9664
ENSG00000006025.12	OSBPL7	protein_coding	633	313	320	5.5091	1.9607	2.0766
ENSG00000006042.12	TMEM98	protein_coding	5745	2917	2828	63.3507	22.5465	23.8788
ENSG00000006047.13	YBX2	protein_coding	13	4	11	0.1606	0.0571	0.0605
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006062.17	MAP3K14	protein_coding	515	370	355	5.1970	1.8496	1.9589
ENSG00000006071.15	ABCC8	protein_coding	6	5	1	0.0273	0.0097	0.0103
ENSG00000006116.4	CACNG3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006118.15	TMEM132A	protein_coding	2066	1184	1164	16.2456	5.7818	6.1235
ENSG00000006125.18	AP2B1	protein_coding	13157	6698	6545	99.1370	35.2828	37.3678
ENSG00000006128.12	TAC1	protein_coding	1	0	1	0.0334	0.0119	0.0126
ENSG00000006194.10	ZNF263	protein_coding	1642	1037	988	14.6679	5.2203	5.5288
ENSG00000006210.7	CX3CL1	protein_coding	1839	892	947	17.6487	6.2812	6.6523
ENSG00000006282.21	SPATA20	protein_coding	7785	3934	3851	83.4333	29.6939	31.4486
ENSG00000006283.18	CACNA1G	protein_coding	5	1	4	0.0284	0.0101	0.0107
ENSG00000006327.14	TNFRSF12A	protein_coding	1171	605	566	37.1896	13.2358	14.0179
ENSG00000006377.11	DLX6	protein_coding	52	33	19	0.8634	0.3073	0.3254
ENSG00000006432.15	MAP3K9	protein_coding	318	165	154	1.4685	0.5226	0.5535
ENSG00000006451.8	RALA	protein_coding	2172	1092	1080	34.7117	12.3539	13.0839
ENSG00000006453.14	BAIAP2L1	protein_coding	7256	5243	5004	86.0871	30.6384	32.4489
ENSG00000006459.11	KDM7A	protein_coding	1152	589	563	7.0262	2.5006	2.6484
ENSG00000006468.14	ETV1	protein_coding	1575	786	789	9.3693	3.3345	3.5316
ENSG00000006530.18	AGK	protein_coding	1534	866	932	8.2024	2.9192	3.0917
ENSG00000006534.16	ALDH3B1	protein_coding	2760	1365	1400	23.8251	8.4794	8.9804
ENSG00000006555.11	TTC22	protein_coding	22	10	12	0.2059	0.0733	0.0776
ENSG00000006576.16	PHTF2	protein_coding	855	440	416	5.6563	2.0131	2.1320
ENSG00000006606.9	CCL26	protein_coding	5	2	3	0.4068	0.1448	0.1533
ENSG00000006607.14	FARP2	protein_coding	3428	2149	2142	13.6437	4.8558	5.1427
ENSG00000006611.17	USH1C	protein_coding	5	4	1	0.0583	0.0208	0.0220
ENSG00000006625.18	GGCT	protein_coding	636	301	335	22.8216	8.1222	8.6022
ENSG00000006634.8	DBF4	protein_coding	328	196	192	4.0829	1.4531	1.5390
ENSG00000006638.13	TBXA2R	protein_coding	165	83	82	3.3384	1.1881	1.2583
ENSG00000006652.15	IFRD1	protein_coding	500	236	264	3.6192	1.2881	1.3642
ENSG00000006659.13	LGALS14	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006695.12	COX10	protein_coding	739	362	377	6.2565	2.2267	2.3583
ENSG00000006704.11	GTF2IRD1	protein_coding	1390	670	720	12.2334	4.3539	4.6111
ENSG00000006712.15	PAF1	protein_coding	5239	2751	2655	105.1432	37.4205	39.6317
ENSG00000006715.16	VPS41	protein_coding	5570	2768	2802	41.0979	14.6267	15.4910
ENSG00000006740.17	ARHGAP44	protein_coding	70	54	36	0.4295	0.1529	0.1619
ENSG00000006744.19	ELAC2	protein_coding	3959	2036	1925	32.3401	11.5098	12.1900
ENSG00000006747.15	SCIN	protein_coding	76	36	43	0.3739	0.1331	0.1409
ENSG00000006756.16	ARSD	protein_coding	6246	3872	3919	50.8477	18.0967	19.1661
ENSG00000006757.12	PNPLA4	protein_coding	1799	909	890	30.1667	10.7363	11.3707
ENSG00000006788.14	MYH13	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000006831.10	ADIPOR2	protein_coding	20610	10254	10369	202.1682	71.9516	76.2034
ENSG00000006837.12	CDKL3	protein_coding	20	14	6	0.3633	0.1293	0.1369
ENSG00000007001.13	UPP2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007038.11	PRSS21	protein_coding	6	1	5	0.1745	0.0621	0.0658
ENSG00000007047.15	MARK4	protein_coding	3916	1876	2040	33.6517	11.9766	12.6844
ENSG00000007062.12	PROM1	protein_coding	10	8	2	0.0767	0.0273	0.0289
ENSG00000007080.11	CCDC124	protein_coding	3928	1977	1951	135.2632	48.1401	50.9849
ENSG00000007129.18	CEACAM21	protein_coding	82	48	34	2.3724	0.8443	0.8942
ENSG00000007168.14	PAFAH1B1	protein_coding	11191	6864	6613	46.4816	16.5428	17.5204
ENSG00000007171.18	NOS2	protein_coding	25	13	12	0.3251	0.1157	0.1225
ENSG00000007174.18	DNAH9	protein_coding	2	0	2	0.0068	0.0024	0.0025
ENSG00000007202.15	KIAA0100	protein_coding	7782	6126	6167	48.2140	17.1594	18.1733
ENSG00000007216.15	SLC13A2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007237.19	GAS7	protein_coding	2397	1193	1204	13.4970	4.8036	5.0874
ENSG00000007255.10	TRAPPC6A	protein_coding	1390	713	677	85.2140	30.3276	32.1198
ENSG00000007264.15	MATK	protein_coding	458	243	216	6.3307	2.2531	2.3862
ENSG00000007306.15	CEACAM7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007312.13	CD79B	protein_coding	1101	568	533	30.5405	10.8694	11.5117
ENSG00000007314.12	SCN4A	protein_coding	156	82	74	1.0825	0.3853	0.4080
ENSG00000007341.19	ST7L	protein_coding	787	593	582	5.5519	1.9759	2.0927
ENSG00000007350.17	TKTL1	protein_coding	407	204	203	6.6022	2.3497	2.4886
ENSG00000007372.24	PAX6	protein_coding	44	74	65	0.1219	0.0434	0.0460
ENSG00000007376.8	RPUSD1	protein_coding	2025	1026	1040	41.8292	14.8870	15.7667
ENSG00000007384.15	RHBDF1	protein_coding	2333	1149	1184	27.1555	9.6646	10.2357
ENSG00000007392.17	LUC7L	protein_coding	2085	1050	1037	19.3097	6.8723	7.2784
ENSG00000007402.12	CACNA2D2	protein_coding	827	509	522	7.2683	2.5868	2.7397
ENSG00000007516.14	BAIAP3	protein_coding	503	778	698	4.7095	1.6761	1.7752
ENSG00000007520.4	TSR3	protein_coding	2286	1593	1667	108.0609	38.4589	40.7315
ENSG00000007541.17	PIGQ	protein_coding	2536	1292	1245	18.4640	6.5713	6.9596
ENSG00000007545.16	CRAMP1	protein_coding	726	383	368	4.8308	1.7193	1.8209
ENSG00000007866.22	TEAD3	protein_coding	1405	691	715	26.3570	9.3805	9.9348
ENSG00000007908.16	SELE	protein_coding	190	94	96	2.3697	0.8434	0.8932
ENSG00000007923.16	DNAJC11	protein_coding	2129	1973	1980	23.9571	8.5263	9.0301
ENSG00000007933.13	FMO3	protein_coding	134	63	71	2.2287	0.7932	0.8401
ENSG00000007944.15	MYLIP	protein_coding	3123	1595	1528	58.1472	20.6946	21.9175
ENSG00000007952.18	NOX1	protein_coding	30	16	14	0.6748	0.2401	0.2543
ENSG00000007968.7	E2F2	protein_coding	149	73	78	1.5603	0.5553	0.5881
ENSG00000008018.9	PSMB1	protein_coding	4383	2182	2201	112.9775	40.2087	42.5847
ENSG00000008056.14	SYN1	protein_coding	2	26	30	0.0306	0.0109	0.0116
ENSG00000008083.14	JARID2	protein_coding	1502	759	743	13.7589	4.8968	5.1862
ENSG00000008086.13	CDKL5	protein_coding	330	167	164	0.9905	0.3525	0.3734
ENSG00000008118.10	CAMK1G	protein_coding	45	20	25	0.7734	0.2753	0.2915
ENSG00000008128.23	CDK11A	protein_coding	34	15	21	0.3824	0.1361	0.1442
ENSG00000008130.15	NADK	protein_coding	4970	2468	2502	51.0363	18.1638	19.2371
ENSG00000008196.13	TFAP2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008226.20	DLEC1	protein_coding	8	299	294	0.0549	0.0195	0.0207
ENSG00000008256.16	CYTH3	protein_coding	5962	2991	2971	58.7142	20.8964	22.1312
ENSG00000008277.14	ADAM22	protein_coding	57	24	33	0.2673	0.0951	0.1007
ENSG00000008282.9	SYPL1	protein_coding	7253	3644	3609	149.0673	53.0530	56.1880
ENSG00000008283.16	CYB561	protein_coding	2031	977	1054	21.9351	7.8067	8.2680
ENSG00000008294.21	SPAG9	protein_coding	7881	3960	3922	37.6713	13.4072	14.1995
ENSG00000008300.17	CELSR3	protein_coding	38	20	18	0.1569	0.0559	0.0592
ENSG00000008311.15	AASS	protein_coding	1017	486	531	8.7290	3.1066	3.2902
ENSG00000008323.15	PLEKHG6	protein_coding	7	3	4	0.0940	0.0334	0.0354
ENSG00000008324.12	SS18L2	protein_coding	537	336	307	9.8509	3.5059	3.7131
ENSG00000008382.16	MPND	protein_coding	648	653	609	18.0888	6.4378	6.8182
ENSG00000008394.13	MGST1	protein_coding	257	132	125	1.9755	0.7031	0.7446
ENSG00000008405.12	CRY1	protein_coding	352	184	184	4.2103	1.4984	1.5870
ENSG00000008438.5	PGLYRP1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008441.18	NFIX	protein_coding	6045	3013	3034	53.7311	19.1229	20.2529
ENSG00000008513.16	ST3GAL1	protein_coding	16908	8344	8564	109.2518	38.8827	41.1804
ENSG00000008516.17	MMP25	protein_coding	35	52	57	0.4715	0.1678	0.1777
ENSG00000008517.18	IL32	protein_coding	1002	518	484	17.8598	6.3563	6.7319
ENSG00000008710.20	PKD1	protein_coding	3381	2283	2279	10.4341	3.7135	3.9329
ENSG00000008735.14	MAPK8IP2	protein_coding	5297	2585	2714	52.3003	18.6137	19.7136
ENSG00000008838.20	MED24	protein_coding	3599	1845	1755	29.5683	10.5233	11.1452
ENSG00000008853.17	RHOBTB2	protein_coding	1324	1106	1132	11.4551	4.0769	4.3178
ENSG00000008869.12	HEATR5B	protein_coding	1977	1015	962	13.7266	4.8853	5.1740
ENSG00000008952.17	SEC62	protein_coding	3918	1936	1982	28.2669	10.0602	10.6547
ENSG00000008988.11	RPS20	protein_coding	70314	35517	34798	594.5000	211.5824	224.0853
ENSG00000009307.16	CSDE1	protein_coding	15096	7611	7485	149.4384	53.1851	56.3279
ENSG00000009335.18	UBE3C	protein_coding	4283	2201	2082	26.5846	9.4615	10.0206
ENSG00000009413.16	REV3L	protein_coding	2021	1156	1228	9.3035	3.3111	3.5068
ENSG00000009694.13	TENM1	protein_coding	50	21	30	0.2218	0.0789	0.0836
ENSG00000009709.12	PAX7	protein_coding	1	0	1	0.0088	0.0031	0.0033
ENSG00000009724.17	MASP2	protein_coding	52	66	54	0.6987	0.2487	0.2634
ENSG00000009765.15	IYD	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000009780.16	FAM76A	protein_coding	567	279	288	8.0156	2.8527	3.0213
ENSG00000009790.15	TRAF3IP3	protein_coding	266	221	225	1.9632	0.6987	0.7400
ENSG00000009830.12	POMT2	protein_coding	1726	871	855	9.8654	3.5111	3.7186
ENSG00000009844.16	VTA1	protein_coding	1276	617	659	10.0557	3.5788	3.7903
ENSG00000009950.16	MLXIPL	protein_coding	10	4	6	0.1188	0.0423	0.0448
ENSG00000009954.11	BAZ1B	protein_coding	4897	2489	2408	39.6737	14.1199	14.9543
ENSG00000010017.13	RANBP9	protein_coding	3648	2543	2369	57.6719	20.5254	21.7383
ENSG00000010030.14	ETV7	protein_coding	370	184	186	8.9145	3.1727	3.3602
ENSG00000010072.16	SPRTN	protein_coding	520	332	364	5.0360	1.7923	1.8982
ENSG00000010165.20	EEF1AKNMT	protein_coding	2480	1219	1261	37.0269	13.1779	13.9566
ENSG00000010219.13	DYRK4	protein_coding	348	163	185	2.8218	1.0043	1.0636
ENSG00000010244.19	ZNF207	protein_coding	5082	2563	2519	18.3764	6.5402	6.9266
ENSG00000010256.11	UQCRC1	protein_coding	6537	3248	3289	116.6981	41.5328	43.9871
ENSG00000010270.14	STARD3NL	protein_coding	2131	1106	1025	28.1887	10.0324	10.6252
ENSG00000010278.15	CD9	protein_coding	2740	1380	1360	26.8865	9.5689	10.1344
ENSG00000010282.15	HHATL	protein_coding	49	23	30	0.9705	0.3454	0.3658
ENSG00000010292.13	NCAPD2	protein_coding	2013	1075	1097	17.7958	6.3335	6.7078
ENSG00000010295.20	IFFO1	protein_coding	1762	920	843	20.3806	7.2535	7.6821
ENSG00000010310.9	GIPR	protein_coding	25	13	13	0.2821	0.1004	0.1063
ENSG00000010318.21	PHF7	protein_coding	211	106	105	3.5876	1.2768	1.3523
ENSG00000010319.7	SEMA3G	protein_coding	1147	583	564	12.9989	4.6263	4.8997
ENSG00000010322.16	NISCH	protein_coding	3624	1745	1879	22.8740	8.1408	8.6219
ENSG00000010327.10	STAB1	protein_coding	3450	1853	1929	18.6373	6.6330	7.0250
ENSG00000010361.14	FUZ	protein_coding	1096	1269	1355	21.2288	7.5553	8.0018
ENSG00000010379.16	SLC6A13	protein_coding	4	3	1	0.0539	0.0192	0.0203
ENSG00000010404.18	IDS	protein_coding	483	239	244	2.9725	1.0579	1.1204
ENSG00000010438.17	PRSS3	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000010539.12	ZNF200	protein_coding	502	281	268	3.8294	1.3629	1.4434
ENSG00000010610.10	CD4	protein_coding	3735	1897	1838	46.8802	16.6846	17.6706
ENSG00000010626.15	LRRC23	protein_coding	205	93	113	3.8419	1.3673	1.4481
ENSG00000010671.16	BTK	protein_coding	316	139	177	3.9507	1.4061	1.4891
ENSG00000010704.18	HFE	protein_coding	103	52	51	1.0381	0.3695	0.3913
ENSG00000010803.16	SCMH1	protein_coding	2967	1691	1664	38.1617	13.5818	14.3843
ENSG00000010810.17	FYN	protein_coding	3442	1722	1720	26.5651	9.4545	10.0132
ENSG00000010818.10	HIVEP2	protein_coding	1062	597	546	5.7010	2.0290	2.1489
ENSG00000010932.17	FMO1	protein_coding	15	8	9	0.2382	0.0848	0.0898
ENSG00000011007.12	ELOA	protein_coding	3631	2305	2282	38.5243	13.7108	14.5210
ENSG00000011009.11	LYPLA2	protein_coding	7227	3540	3687	204.5359	72.7943	77.0959
ENSG00000011021.23	CLCN6	protein_coding	1723	858	918	12.0582	4.2915	4.5451
ENSG00000011028.14	MRC2	protein_coding	2123	1179	1202	18.4237	6.5570	6.9445
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	1	23	17	0.0134	0.0048	0.0050
ENSG00000011105.14	TSPAN9	protein_coding	3181	1577	1604	26.3498	9.3779	9.9321
ENSG00000011114.15	BTBD7	protein_coding	1467	745	722	7.4039	2.6351	2.7908
ENSG00000011132.12	APBA3	protein_coding	975	488	575	9.9656	3.5468	3.7564
ENSG00000011143.19	MKS1	protein_coding	586	340	314	2.9701	1.0571	1.1195
ENSG00000011198.10	ABHD5	protein_coding	548	270	278	4.1576	1.4797	1.5671
ENSG00000011201.12	ANOS1	protein_coding	349	169	180	2.8187	1.0032	1.0625
ENSG00000011243.18	AKAP8L	protein_coding	1525	1365	1368	17.1739	6.1122	6.4734
ENSG00000011258.16	MBTD1	protein_coding	515	251	264	4.1003	1.4593	1.5455
ENSG00000011260.14	UTP18	protein_coding	2052	1115	937	43.4219	15.4539	16.3671
ENSG00000011275.19	RNF216	protein_coding	4911	2454	2458	37.0773	13.1958	13.9756
ENSG00000011295.16	TTC19	protein_coding	1851	953	921	17.4881	6.2240	6.5918
ENSG00000011304.22	PTBP1	protein_coding	13861	6957	6905	105.4136	37.5167	39.7336
ENSG00000011332.19	DPF1	protein_coding	15	9	6	0.1787	0.0636	0.0674
ENSG00000011347.10	SYT7	protein_coding	663	322	341	5.0215	1.7871	1.8927
ENSG00000011376.12	LARS2	protein_coding	1008	505	503	4.6470	1.6539	1.7516
ENSG00000011405.13	PIK3C2A	protein_coding	17889	9005	8884	111.1699	39.5653	41.9034
ENSG00000011422.12	PLAUR	protein_coding	272	131	141	3.4906	1.2423	1.3157
ENSG00000011426.11	ANLN	protein_coding	394	218	191	3.7579	1.3374	1.4165
ENSG00000011451.21	WIZ	protein_coding	3388	1676	1713	19.3071	6.8714	7.2774
ENSG00000011454.18	RABGAP1	protein_coding	3040	1599	1442	22.7117	8.0831	8.5607
ENSG00000011465.18	DCN	protein_coding	6152	3049	3103	27.1911	9.6773	10.2492
ENSG00000011478.13	QPCTL	protein_coding	1289	634	657	26.0983	9.2884	9.8373
ENSG00000011485.15	PPP5C	protein_coding	6114	3400	3281	49.3308	17.5568	18.5943
ENSG00000011523.14	CEP68	protein_coding	1121	647	672	7.4358	2.6464	2.8028
ENSG00000011566.15	MAP4K3	protein_coding	2782	1441	1342	26.2754	9.3514	9.9040
