"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction"
"GO:0040008","regulation of growth","20/290","458/11800",0.0436681222707424,1.77684083722331,2.6915589919676,0.00930899944306962,0.0791633382718031,0.0657744607225916,"FOXC2/GPC3/STC2/WNT2/FHL1/INHBA/SFRP2/SERTAD3/KIF14/NRP1/FOXS1/NPR1/DCSTAMP/WNT5A/CDKN2D/IGFBP5/LTBP4/MSX1/SEMA3G/ACVRL1",20,"Down en respondedores"
"GO:0030278","regulation of ossification","7/290","97/11800",0.0721649484536082,2.93636686811234,3.03954687563301,0.00985271071486865,0.0835665437737412,0.0694329530709857,"PKDCC/FBN2/COMP/OSR1/RUNX2/WNT5A/ANKH",7,"Down en respondedores"
"GO:0048732","gland development","16/290","340/11800",0.0470588235294118,1.91480730223124,2.71681902630086,0.00992307118068674,0.0837442763024829,0.0695806257372231,"MMP2/DKK3/IL10/EDNRA/IQGAP3/WNT2/CDKN1C/NRP1/PDGFRA/WNT5A/HOXA11/IGFBP5/ALDH1A2/MSX1/STRA6/NEURL1",16,"Down en respondedores"
"GO:0051783","regulation of nuclear division","8/290","121/11800",0.0661157024793388,2.6902251353662,2.96632238725794,0.00992563250001504,0.0837442763024829,0.0695806257372231,"PDGFRB/PDGFB/WNT5A/CENPF/CCDC8/MSX1/RGCC/NUF2",8,"Down en respondedores"
"GO:1990874","vascular associated smooth muscle cell proliferation","5/290","54/11800",0.0925925925925926,3.76756066411239,3.23543715572574,0.0102543415590136,0.0860040651032712,0.0714582169677554,"MMP2/IL10/PDGFB/IGFBP5/CNN1",5,"Down en respondedores"
"GO:0030857","negative regulation of epithelial cell differentiation","4/290","35/11800",0.114285714285714,4.65024630541872,3.43276571647269,0.010273523135203,0.0860040651032712,0.0714582169677554,"OSR1/S1PR3/MSX1/ACVRL1",4,"Down en respondedores"
"GO:2000648","positive regulation of stem cell proliferation","4/290","35/11800",0.114285714285714,4.65024630541872,3.43276571647269,0.010273523135203,0.0860040651032712,0.0714582169677554,"PRRX1/RUNX2/WNT5A/VEGFC",4,"Down en respondedores"
"GO:0007498","mesoderm development","7/290","98/11800",0.0714285714285714,2.9064039408867,3.00802786998262,0.0103945210001171,0.0867642645415933,0.0720898440465122,"FOXC2/INHBA/SFRP2/OSR1/WNT5A/HOXA11/TIE1",7,"Down en respondedores"
"GO:0070372","regulation of ERK1 and ERK2 cascade","11/290","200/11800",0.055,2.23793103448276,2.80263403403608,0.0105264533915813,0.0867642645415933,0.0720898440465122,"FBLN1/PDGFRB/RRAS/INHBA/PDGFD/NRP1/PDGFB/PDGFRA/NPNT/GAS6/ACKR3",11,"Down en respondedores"
"GO:0036120","cellular response to platelet-derived growth factor stimulus","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"PDGFRB/PDGFD/PDGFB",3,"Down en respondedores"
"GO:0046597","host-mediated suppression of symbiont invasion","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"IFITM1/GSN/LRRC15",3,"Down en respondedores"
"GO:0050926","regulation of positive chemotaxis","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"F3/ANGPT2/VEGFC",3,"Down en respondedores"
