# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			2654614	2654614	2654614			
N_multimapping			5274636	5274636	5274636			
N_noFeature			3254886	34866911	34867230			
N_ambiguous			6983575	1631049	1620599			
ENSG00000000003.15	TSPAN6	protein_coding	1365	705	660	17.3637	5.1615	5.2024
ENSG00000000005.6	TNMD	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000000419.13	DPM1	protein_coding	2093	1092	1001	100.0566	29.7428	29.9784
ENSG00000000457.14	SCYL3	protein_coding	1144	1004	934	9.5903	2.8508	2.8734
ENSG00000000460.17	C1orf112	protein_coding	810	808	835	7.8288	2.3272	2.3456
ENSG00000000938.13	FGR	protein_coding	649	335	314	11.0727	3.2915	3.3175
ENSG00000000971.16	CFH	protein_coding	1515	759	756	10.9545	3.2563	3.2821
ENSG00000001036.14	FUCA2	protein_coding	2150	1706	1764	43.9608	13.0678	13.1713
ENSG00000001084.13	GCLC	protein_coding	1504	881	869	10.0699	2.9934	3.0171
ENSG00000001167.14	NFYA	protein_coding	2415	1406	1381	36.5647	10.8692	10.9553
ENSG00000001460.18	STPG1	protein_coding	1512	810	819	10.2507	3.0471	3.0713
ENSG00000001461.17	NIPAL3	protein_coding	7469	3755	3832	45.8673	13.6345	13.7425
ENSG00000001497.18	LAS1L	protein_coding	2917	1451	1474	13.4061	3.9851	4.0167
ENSG00000001561.7	ENPP4	protein_coding	242	122	120	3.0068	0.8938	0.9009
ENSG00000001617.12	SEMA3F	protein_coding	715	356	359	8.5487	2.5412	2.5613
ENSG00000001626.16	CFTR	protein_coding	6	2	5	0.0348	0.0104	0.0104
ENSG00000001629.10	ANKIB1	protein_coding	3719	1861	1872	29.0418	8.6330	8.7014
ENSG00000001630.17	CYP51A1	protein_coding	159	82	78	2.5997	0.7728	0.7789
ENSG00000001631.16	KRIT1	protein_coding	359	184	183	3.3389	0.9925	1.0004
ENSG00000002016.18	RAD52	protein_coding	594	290	304	7.6115	2.2626	2.2805
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	11	2	9	0.1006	0.0299	0.0302
ENSG00000002330.14	BAD	protein_coding	343	757	722	11.5875	3.4445	3.4718
ENSG00000002549.12	LAP3	protein_coding	9686	4937	4750	147.6598	43.8933	44.2410
ENSG00000002586.20	CD99	protein_coding	15148	6738	8410	179.9209	53.4832	53.9068
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	714	349	365	5.5412	1.6472	1.6602
ENSG00000002726.21	AOC1	protein_coding	44	25	19	0.6706	0.1993	0.2009
ENSG00000002745.13	WNT16	protein_coding	3	3	1	0.0530	0.0158	0.0159
ENSG00000002746.15	HECW1	protein_coding	5	1	7	0.0207	0.0062	0.0062
ENSG00000002822.15	MAD1L1	protein_coding	535	272	263	4.2697	1.2692	1.2793
ENSG00000002834.18	LASP1	protein_coding	18767	11652	11723	153.3601	45.5878	45.9489
ENSG00000002919.15	SNX11	protein_coding	1974	941	1033	27.5591	8.1922	8.2571
ENSG00000002933.9	TMEM176A	protein_coding	1392	688	708	23.1003	6.8668	6.9212
ENSG00000003056.8	M6PR	protein_coding	9863	5980	6158	158.7463	47.1889	47.5626
ENSG00000003096.14	KLHL13	protein_coding	256	126	130	2.1153	0.6288	0.6338
ENSG00000003137.8	CYP26B1	protein_coding	345	182	163	3.9695	1.1800	1.1893
ENSG00000003147.19	ICA1	protein_coding	222	129	125	2.6233	0.7798	0.7860
ENSG00000003249.15	DBNDD1	protein_coding	3762	1913	1882	48.6489	14.4614	14.5759
ENSG00000003393.15	ALS2	protein_coding	2635	1339	1296	14.5662	4.3300	4.3642
ENSG00000003400.15	CASP10	protein_coding	877	435	443	6.6751	1.9842	2.0000
ENSG00000003402.20	CFLAR	protein_coding	3661	2113	2076	9.3974	2.7935	2.8156
ENSG00000003436.16	TFPI	protein_coding	489	259	266	2.4087	0.7160	0.7217
ENSG00000003509.16	NDUFAF7	protein_coding	566	826	923	8.9452	2.6590	2.6801
ENSG00000003756.17	RBM5	protein_coding	5329	3832	3963	29.6890	8.8253	8.8952
ENSG00000003987.14	MTMR7	protein_coding	82	201	173	0.6830	0.2030	0.2046
ENSG00000003989.18	SLC7A2	protein_coding	128	69	59	0.9343	0.2777	0.2799
ENSG00000004059.11	ARF5	protein_coding	5985	3024	3023	189.2278	56.2498	56.6954
ENSG00000004139.14	SARM1	protein_coding	636	2425	2457	3.3046	0.9823	0.9901
ENSG00000004142.12	POLDIP2	protein_coding	7463	4090	4095	161.2820	47.9427	48.3224
ENSG00000004399.13	PLXND1	protein_coding	21352	10465	10891	128.9142	38.3210	38.6245
ENSG00000004455.17	AK2	protein_coding	10493	5342	5320	62.9046	18.6990	18.8471
ENSG00000004468.13	CD38	protein_coding	1721	890	831	14.4821	4.3049	4.3390
ENSG00000004478.8	FKBP4	protein_coding	8315	5535	5615	92.9274	27.6236	27.8424
ENSG00000004487.17	KDM1A	protein_coding	7775	3914	3861	82.4680	24.5144	24.7086
ENSG00000004534.15	RBM6	protein_coding	3548	1787	1762	28.0481	8.3376	8.4036
ENSG00000004660.15	CAMKK1	protein_coding	380	199	181	2.9499	0.8769	0.8838
ENSG00000004700.16	RECQL	protein_coding	1890	1733	1637	28.8582	8.5784	8.6463
ENSG00000004766.17	VPS50	protein_coding	1416	681	736	8.5474	2.5408	2.5609
ENSG00000004776.13	HSPB6	protein_coding	235	931	953	7.8653	2.3380	2.3566
ENSG00000004777.18	ARHGAP33	protein_coding	476	253	266	5.2216	1.5522	1.5645
ENSG00000004779.10	NDUFAB1	protein_coding	2165	1075	1090	80.6995	23.9887	24.1787
ENSG00000004799.8	PDK4	protein_coding	619	318	301	7.8602	2.3365	2.3550
ENSG00000004809.14	SLC22A16	protein_coding	5	1	4	0.0738	0.0220	0.0221
ENSG00000004838.14	ZMYND10	protein_coding	42	31	23	0.8389	0.2494	0.2513
ENSG00000004846.16	ABCB5	protein_coding	501	247	254	3.1229	0.9283	0.9357
ENSG00000004848.8	ARX	protein_coding	9	7	2	0.1668	0.0496	0.0500
ENSG00000004864.14	SLC25A13	protein_coding	5351	2672	2679	83.2233	24.7389	24.9349
ENSG00000004866.22	ST7	protein_coding	2304	1262	1255	20.3713	6.0556	6.1035
ENSG00000004897.12	CDC27	protein_coding	4393	2300	2308	37.1455	11.0419	11.1293
ENSG00000004939.15	SLC4A1	protein_coding	1	1	2	0.0113	0.0033	0.0034
ENSG00000004948.16	CALCR	protein_coding	114	57	58	1.5580	0.4631	0.4668
ENSG00000004961.15	HCCS	protein_coding	1161	579	582	28.5919	8.4992	8.5666
ENSG00000004975.12	DVL2	protein_coding	6149	3033	3123	66.6799	19.8213	19.9782
ENSG00000005001.10	PRSS22	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005007.13	UPF1	protein_coding	8501	4231	4273	57.2165	17.0082	17.1429
ENSG00000005020.13	SKAP2	protein_coding	7043	3616	3427	75.8046	22.5337	22.7121
ENSG00000005022.6	SLC25A5	protein_coding	14469	8621	8529	536.8981	159.5982	160.8623
ENSG00000005059.16	MCUB	protein_coding	425	218	222	6.8982	2.0505	2.0668
ENSG00000005073.6	HOXA11	protein_coding	379	208	233	8.1936	2.4356	2.4549
ENSG00000005075.15	POLR2J	protein_coding	2002	1036	997	85.2528	25.3422	25.5429
ENSG00000005100.13	DHX33	protein_coding	5035	2473	2562	50.1857	14.9182	15.0363
ENSG00000005102.14	MEOX1	protein_coding	62	29	34	1.3379	0.3977	0.4008
ENSG00000005108.16	THSD7A	protein_coding	56	38	26	0.2959	0.0880	0.0886
ENSG00000005156.12	LIG3	protein_coding	2405	1737	1703	10.7566	3.1975	3.2228
ENSG00000005175.10	RPAP3	protein_coding	1433	731	702	15.4553	4.5942	4.6306
ENSG00000005187.12	ACSM3	protein_coding	35	147	148	0.2689	0.0799	0.0806
ENSG00000005189.20	REXO5	protein_coding	319	168	166	4.4774	1.3310	1.3415
ENSG00000005194.15	CIAPIN1	protein_coding	3813	1869	1945	65.0352	19.3324	19.4855
ENSG00000005206.17	SPPL2B	protein_coding	3010	1466	1545	23.4102	6.9589	7.0140
ENSG00000005238.20	FAM214B	protein_coding	3440	1720	1720	31.1359	9.2555	9.3288
ENSG00000005243.10	COPZ2	protein_coding	1846	902	944	57.0826	16.9684	17.1028
ENSG00000005249.13	PRKAR2B	protein_coding	900	459	441	12.1846	3.6220	3.6507
ENSG00000005302.19	MSL3	protein_coding	1474	752	722	8.6965	2.5851	2.6056
ENSG00000005339.15	CREBBP	protein_coding	9457	4665	4792	35.2528	10.4793	10.5623
ENSG00000005379.17	TSPOAP1	protein_coding	204	109	98	1.0335	0.3072	0.3097
ENSG00000005381.8	MPO	protein_coding	34	22	12	0.5562	0.1653	0.1667
ENSG00000005421.9	PON1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005436.14	GCFC2	protein_coding	929	724	692	9.8140	2.9173	2.9404
ENSG00000005448.17	WDR54	protein_coding	1311	653	668	26.5239	7.8845	7.9469
ENSG00000005469.12	CROT	protein_coding	1007	498	509	11.6326	3.4579	3.4853
ENSG00000005471.19	ABCB4	protein_coding	218	108	110	1.6277	0.4838	0.4877
ENSG00000005483.21	KMT2E	protein_coding	8094	4459	4381	46.9426	13.9542	14.0647
ENSG00000005486.17	RHBDD2	protein_coding	10053	4858	5195	242.7066	72.1469	72.7183
ENSG00000005513.10	SOX8	protein_coding	13434	6793	6643	173.4130	51.5487	51.9570
ENSG00000005700.15	IBTK	protein_coding	2422	1209	1213	16.0284	4.7646	4.8023
ENSG00000005801.18	ZNF195	protein_coding	434	208	226	2.1384	0.6356	0.6407
ENSG00000005810.18	MYCBP2	protein_coding	4207	2728	2659	15.1841	4.5136	4.5494
ENSG00000005812.11	FBXL3	protein_coding	1720	1835	1824	14.0257	4.1693	4.2023
ENSG00000005844.19	ITGAL	protein_coding	3469	2013	1960	20.2925	6.0321	6.0799
ENSG00000005882.12	PDK2	protein_coding	972	923	983	10.2514	3.0473	3.0715
ENSG00000005884.18	ITGA3	protein_coding	1227	607	621	7.2229	2.1471	2.1641
ENSG00000005889.16	ZFX	protein_coding	2570	1276	1297	16.4094	4.8779	4.9165
ENSG00000005893.16	LAMP2	protein_coding	21990	10875	11116	134.9262	40.1081	40.4258
ENSG00000005961.19	ITGA2B	protein_coding	196	96	100	1.9858	0.5903	0.5950
ENSG00000005981.13	ASB4	protein_coding	177	90	87	2.2173	0.6591	0.6643
ENSG00000006007.12	GDE1	protein_coding	3960	2508	2559	52.0492	15.4721	15.5947
ENSG00000006015.18	REX1BD	protein_coding	1058	521	539	18.1097	5.3833	5.4259
ENSG00000006016.11	CRLF1	protein_coding	4	146	184	0.0778	0.0231	0.0233
ENSG00000006025.12	OSBPL7	protein_coding	829	411	418	7.2785	2.1636	2.1807
ENSG00000006042.12	TMEM98	protein_coding	8078	4075	4003	89.8610	26.7121	26.9236
ENSG00000006047.13	YBX2	protein_coding	24	11	17	0.2990	0.0889	0.0896
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006062.17	MAP3K14	protein_coding	796	528	528	8.1034	2.4088	2.4279
ENSG00000006071.15	ABCC8	protein_coding	5	4	1	0.0229	0.0068	0.0069
ENSG00000006116.4	CACNG3	protein_coding	1	0	1	0.0301	0.0089	0.0090
ENSG00000006118.15	TMEM132A	protein_coding	1032	629	582	8.1863	2.4335	2.4527
ENSG00000006125.18	AP2B1	protein_coding	16866	8371	8569	128.2026	38.1095	38.4113
ENSG00000006128.12	TAC1	protein_coding	2	0	2	0.0674	0.0200	0.0202
ENSG00000006194.10	ZNF263	protein_coding	2278	1679	1709	20.5283	6.1023	6.1506
ENSG00000006210.7	CX3CL1	protein_coding	5058	2537	2523	48.9684	14.5563	14.6716
ENSG00000006282.21	SPATA20	protein_coding	3250	1639	1611	35.1374	10.4449	10.5277
ENSG00000006283.18	CACNA1G	protein_coding	7	5	7	0.0401	0.0119	0.0120
ENSG00000006327.14	TNFRSF12A	protein_coding	427	207	222	13.6804	4.0666	4.0988
ENSG00000006377.11	DLX6	protein_coding	2	2	0	0.0335	0.0100	0.0100
ENSG00000006432.15	MAP3K9	protein_coding	514	235	279	2.3945	0.7118	0.7174
ENSG00000006451.8	RALA	protein_coding	4091	2077	2015	65.9556	19.6059	19.7612
ENSG00000006453.14	BAIAP2L1	protein_coding	146	117	127	1.7474	0.5194	0.5236
ENSG00000006459.11	KDM7A	protein_coding	3865	1994	1871	23.7806	7.0690	7.1250
ENSG00000006468.14	ETV1	protein_coding	7039	3559	3480	42.2421	12.5569	12.6563
ENSG00000006530.18	AGK	protein_coding	2110	1187	1258	11.3816	3.3833	3.4101
ENSG00000006534.16	ALDH3B1	protein_coding	1568	815	756	13.6546	4.0590	4.0911
ENSG00000006555.11	TTC22	protein_coding	58	31	27	0.5476	0.1628	0.1641
ENSG00000006576.16	PHTF2	protein_coding	3178	1586	1593	21.2091	6.3046	6.3546
ENSG00000006606.9	CCL26	protein_coding	6	1	6	0.4925	0.1464	0.1476
ENSG00000006607.14	FARP2	protein_coding	23929	13094	12895	96.0774	28.5600	28.7862
ENSG00000006611.17	USH1C	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000006625.18	GGCT	protein_coding	1318	652	666	47.7102	14.1823	14.2946
ENSG00000006634.8	DBF4	protein_coding	1278	652	685	16.0483	4.7705	4.8083
ENSG00000006638.13	TBXA2R	protein_coding	347	175	172	7.0825	2.1053	2.1220
ENSG00000006652.15	IFRD1	protein_coding	526	273	253	3.8409	1.1417	1.1508
ENSG00000006659.13	LGALS14	protein_coding	1	1	0	0.0638	0.0190	0.0191
ENSG00000006695.12	COX10	protein_coding	1161	538	623	9.9158	2.9476	2.9709
ENSG00000006704.11	GTF2IRD1	protein_coding	1905	904	1002	16.9134	5.0277	5.0675
ENSG00000006712.15	PAF1	protein_coding	4592	2417	2380	92.9696	27.6361	27.8550
ENSG00000006715.16	VPS41	protein_coding	7228	3616	3612	53.8007	15.9928	16.1195
ENSG00000006740.17	ARHGAP44	protein_coding	46	27	36	0.2847	0.0846	0.0853
ENSG00000006744.19	ELAC2	protein_coding	5183	2582	2610	42.7113	12.6964	12.7969
ENSG00000006747.15	SCIN	protein_coding	271	138	142	1.3450	0.3998	0.4030
ENSG00000006756.16	ARSD	protein_coding	1268	850	854	10.4135	3.0955	3.1200
ENSG00000006757.12	PNPLA4	protein_coding	1123	570	553	18.9969	5.6470	5.6917
ENSG00000006788.14	MYH13	protein_coding	17	18	19	0.1603	0.0476	0.0480
ENSG00000006831.10	ADIPOR2	protein_coding	10476	5192	5286	103.6660	30.8157	31.0598
ENSG00000006837.12	CDKL3	protein_coding	22	7	15	0.4031	0.1198	0.1208
ENSG00000007001.13	UPP2	protein_coding	2	1	1	0.0390	0.0116	0.0117
ENSG00000007038.11	PRSS21	protein_coding	109	69	41	3.1975	0.9505	0.9580
ENSG00000007047.15	MARK4	protein_coding	2922	1450	1473	25.3309	7.5299	7.5895
ENSG00000007062.12	PROM1	protein_coding	497	260	237	3.8457	1.1432	1.1522
ENSG00000007080.11	CCDC124	protein_coding	3366	1721	1645	116.9306	34.7588	35.0341
ENSG00000007129.18	CEACAM21	protein_coding	130	60	70	3.7942	1.1279	1.1368
ENSG00000007168.14	PAFAH1B1	protein_coding	10298	6271	6171	43.1490	12.8265	12.9281
ENSG00000007171.18	NOS2	protein_coding	37	27	11	0.4853	0.1443	0.1454
ENSG00000007174.18	DNAH9	protein_coding	155	85	100	0.5279	0.1569	0.1582
ENSG00000007202.15	KIAA0100	protein_coding	9562	7806	7645	59.7636	17.7653	17.9060
ENSG00000007216.15	SLC13A2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007237.19	GAS7	protein_coding	69290	34622	34670	393.5918	116.9990	117.9257
ENSG00000007255.10	TRAPPC6A	protein_coding	935	444	492	57.8247	17.1890	17.3251
ENSG00000007264.15	MATK	protein_coding	197	99	98	2.7470	0.8166	0.8230
ENSG00000007306.15	CEACAM7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007312.13	CD79B	protein_coding	121	61	60	3.3859	1.0065	1.0145
ENSG00000007314.12	SCN4A	protein_coding	13	8	5	0.0910	0.0271	0.0273
ENSG00000007341.19	ST7L	protein_coding	679	529	550	4.8321	1.4364	1.4478
ENSG00000007350.17	TKTL1	protein_coding	134	81	54	2.1928	0.6518	0.6570
ENSG00000007372.24	PAX6	protein_coding	3	46	29	0.0084	0.0025	0.0025
ENSG00000007376.8	RPUSD1	protein_coding	1314	685	656	27.3814	8.1394	8.2039
ENSG00000007384.15	RHBDF1	protein_coding	2337	1151	1188	27.4415	8.1572	8.2219
ENSG00000007392.17	LUC7L	protein_coding	1648	834	815	15.3969	4.5769	4.6131
ENSG00000007402.12	CACNA2D2	protein_coding	30	13	29	0.2660	0.0791	0.0797
ENSG00000007516.14	BAIAP3	protein_coding	127	372	429	1.1995	0.3566	0.3594
ENSG00000007520.4	TSR3	protein_coding	1837	1201	1310	87.6007	26.0402	26.2464
ENSG00000007541.17	PIGQ	protein_coding	2309	1154	1157	16.9592	5.0413	5.0812
ENSG00000007545.16	CRAMP1	protein_coding	1169	631	582	7.8470	2.3326	2.3511
ENSG00000007866.22	TEAD3	protein_coding	1272	649	623	24.0721	7.1557	7.2123
ENSG00000007908.16	SELE	protein_coding	25	9	16	0.3146	0.0935	0.0942
ENSG00000007923.16	DNAJC11	protein_coding	1503	1276	1295	17.0617	5.0718	5.1119
ENSG00000007933.13	FMO3	protein_coding	103	56	47	1.7282	0.5137	0.5178
ENSG00000007944.15	MYLIP	protein_coding	3938	1935	2003	73.9670	21.9874	22.1616
ENSG00000007952.18	NOX1	protein_coding	57	23	34	1.2933	0.3845	0.3875
ENSG00000007968.7	E2F2	protein_coding	1123	548	575	11.8635	3.5265	3.5545
ENSG00000008018.9	PSMB1	protein_coding	3982	2018	1964	103.5447	30.7797	31.0235
ENSG00000008056.14	SYN1	protein_coding	27	36	25	0.4173	0.1241	0.1250
ENSG00000008083.14	JARID2	protein_coding	7830	3836	3995	72.3573	21.5089	21.6793
ENSG00000008086.13	CDKL5	protein_coding	842	441	419	2.5496	0.7579	0.7639
ENSG00000008118.10	CAMK1G	protein_coding	118	57	61	2.0459	0.6082	0.6130
ENSG00000008128.23	CDK11A	protein_coding	64	44	21	0.7262	0.2159	0.2176
ENSG00000008130.15	NADK	protein_coding	4989	2422	2567	51.6823	15.3631	15.4848
ENSG00000008196.13	TFAP2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008197.5	TFAP2D	protein_coding	2	2	0	0.0524	0.0156	0.0157
ENSG00000008226.20	DLEC1	protein_coding	27	524	513	0.1868	0.0555	0.0560
ENSG00000008256.16	CYTH3	protein_coding	15790	7884	7907	156.8698	46.6311	47.0004
ENSG00000008277.14	ADAM22	protein_coding	54	27	28	0.2554	0.0759	0.0765
ENSG00000008282.9	SYPL1	protein_coding	4359	2212	2147	90.3769	26.8654	27.0782
ENSG00000008283.16	CYB561	protein_coding	1406	707	700	15.3187	4.5536	4.5897
ENSG00000008294.21	SPAG9	protein_coding	7336	3678	3660	35.3748	10.5155	10.5988
ENSG00000008300.17	CELSR3	protein_coding	243	98	145	1.0124	0.3009	0.3033
ENSG00000008311.15	AASS	protein_coding	3379	1726	1653	29.2575	8.6971	8.7660
ENSG00000008323.15	PLEKHG6	protein_coding	6	3	3	0.0813	0.0242	0.0243
ENSG00000008324.12	SS18L2	protein_coding	874	479	496	16.1741	4.8079	4.8460
ENSG00000008382.16	MPND	protein_coding	562	624	606	15.8263	4.7045	4.7418
ENSG00000008394.13	MGST1	protein_coding	36	17	19	0.2792	0.0830	0.0836
ENSG00000008405.12	CRY1	protein_coding	1340	682	715	16.1688	4.8063	4.8444
ENSG00000008438.5	PGLYRP1	protein_coding	6	6	0	0.4890	0.1454	0.1465
ENSG00000008441.18	NFIX	protein_coding	9342	4612	4732	83.7674	24.9007	25.0979
ENSG00000008513.16	ST3GAL1	protein_coding	9496	4735	4761	61.8989	18.4001	18.5458
ENSG00000008516.17	MMP25	protein_coding	72	111	86	0.9784	0.2909	0.2932
ENSG00000008517.18	IL32	protein_coding	2212	1160	1052	39.7740	11.8232	11.9169
ENSG00000008710.20	PKD1	protein_coding	2859	1934	1951	8.9008	2.6458	2.6668
ENSG00000008735.14	MAPK8IP2	protein_coding	92	42	51	0.9164	0.2724	0.2746
ENSG00000008838.20	MED24	protein_coding	6337	3217	3122	52.5211	15.6124	15.7361
ENSG00000008853.17	RHOBTB2	protein_coding	3144	2718	2637	27.4409	8.1571	8.2217
ENSG00000008869.12	HEATR5B	protein_coding	2684	1323	1361	18.7994	5.5883	5.6326
ENSG00000008952.17	SEC62	protein_coding	6362	3184	3180	46.3035	13.7642	13.8732
ENSG00000008988.11	RPS20	protein_coding	30269	15615	14655	258.1749	76.7450	77.3529
ENSG00000009307.16	CSDE1	protein_coding	32000	16231	15770	319.5628	94.9932	95.7456
ENSG00000009335.18	UBE3C	protein_coding	8966	4471	4495	56.1419	16.6887	16.8209
ENSG00000009413.16	REV3L	protein_coding	5266	3042	3127	24.4550	7.2695	7.3271
ENSG00000009694.13	TENM1	protein_coding	15	10	5	0.0671	0.0200	0.0201
ENSG00000009709.12	PAX7	protein_coding	4	1	3	0.0357	0.0106	0.0107
ENSG00000009724.17	MASP2	protein_coding	100	93	70	1.3554	0.4029	0.4061
ENSG00000009765.15	IYD	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000009780.16	FAM76A	protein_coding	1037	544	494	14.7889	4.3962	4.4310
ENSG00000009790.15	TRAF3IP3	protein_coding	552	596	557	4.1098	1.2217	1.2314
ENSG00000009830.12	POMT2	protein_coding	2603	1336	1267	15.0091	4.4616	4.4969
ENSG00000009844.16	VTA1	protein_coding	2129	1057	1072	16.9255	5.0313	5.0711
ENSG00000009950.16	MLXIPL	protein_coding	78	41	38	0.9347	0.2779	0.2801
ENSG00000009954.11	BAZ1B	protein_coding	14136	7100	7040	115.5329	34.3433	34.6153
ENSG00000010017.13	RANBP9	protein_coding	2084	1432	1400	33.2363	9.8798	9.9581
ENSG00000010030.14	ETV7	protein_coding	716	354	365	17.4027	5.1731	5.2141
ENSG00000010072.16	SPRTN	protein_coding	1436	871	862	14.0296	4.1704	4.2035
ENSG00000010165.20	EEF1AKNMT	protein_coding	4931	2528	2403	74.2688	22.0771	22.2520
ENSG00000010219.13	DYRK4	protein_coding	459	233	226	3.7546	1.1161	1.1249
ENSG00000010244.19	ZNF207	protein_coding	7382	3675	3707	26.9281	8.0047	8.0681
ENSG00000010256.11	UQCRC1	protein_coding	8198	4075	4124	147.6383	43.8869	44.2345
ENSG00000010270.14	STARD3NL	protein_coding	2725	1382	1343	36.3634	10.8094	10.8950
ENSG00000010278.15	CD9	protein_coding	2057	1062	998	20.3622	6.0529	6.1008
ENSG00000010282.15	HHATL	protein_coding	811	453	475	16.2034	4.8166	4.8548
ENSG00000010292.13	NCAPD2	protein_coding	14693	7754	7636	131.0358	38.9517	39.2602
ENSG00000010295.20	IFFO1	protein_coding	4151	2138	2017	48.4362	14.3981	14.5122
ENSG00000010310.9	GIPR	protein_coding	51	33	20	0.5805	0.1726	0.1739
ENSG00000010318.21	PHF7	protein_coding	597	296	301	10.2401	3.0440	3.0681
ENSG00000010319.7	SEMA3G	protein_coding	81	39	43	0.9261	0.2753	0.2775
ENSG00000010322.16	NISCH	protein_coding	7871	3860	4012	50.1175	14.8979	15.0159
ENSG00000010327.10	STAB1	protein_coding	3967	2298	2256	21.6188	6.4264	6.4773
ENSG00000010361.14	FUZ	protein_coding	1027	1028	982	20.0674	5.9652	6.0125
ENSG00000010379.16	SLC6A13	protein_coding	4	2	2	0.0544	0.0162	0.0163
ENSG00000010404.18	IDS	protein_coding	291	147	144	1.8067	0.5370	0.5413
ENSG00000010438.17	PRSS3	protein_coding	2	3	1	0.0810	0.0241	0.0243
ENSG00000010539.12	ZNF200	protein_coding	1102	597	563	8.4805	2.5209	2.5409
ENSG00000010610.10	CD4	protein_coding	7926	3896	4031	100.3596	29.8329	30.0692
ENSG00000010626.15	LRRC23	protein_coding	608	298	311	11.4948	3.4170	3.4440
ENSG00000010671.16	BTK	protein_coding	605	311	294	7.6304	2.2682	2.2862
ENSG00000010704.18	HFE	protein_coding	1496	755	741	15.2107	4.5215	4.5573
ENSG00000010803.16	SCMH1	protein_coding	2966	1738	1624	38.4847	11.4399	11.5306
ENSG00000010810.17	FYN	protein_coding	5358	2717	2641	41.7167	12.4007	12.4989
ENSG00000010818.10	HIVEP2	protein_coding	1291	690	716	6.9913	2.0782	2.0947
ENSG00000010932.17	FMO1	protein_coding	38	19	19	0.6087	0.1810	0.1824
ENSG00000011007.12	ELOA	protein_coding	4619	2843	2793	49.4382	14.6960	14.8124
ENSG00000011009.11	LYPLA2	protein_coding	6322	3195	3128	180.4978	53.6547	54.0797
ENSG00000011021.23	CLCN6	protein_coding	2623	1346	1361	18.5183	5.5047	5.5483
ENSG00000011028.14	MRC2	protein_coding	1179	646	670	10.3216	3.0682	3.0925
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	2	2	5	0.0270	0.0080	0.0081
ENSG00000011105.14	TSPAN9	protein_coding	4799	2408	2391	40.1024	11.9208	12.0153
ENSG00000011114.15	BTBD7	protein_coding	2353	1103	1250	11.9801	3.5612	3.5894
ENSG00000011132.12	APBA3	protein_coding	922	485	507	9.5069	2.8260	2.8484
ENSG00000011143.19	MKS1	protein_coding	986	528	565	5.0415	1.4986	1.5105
ENSG00000011198.10	ABHD5	protein_coding	1244	626	619	9.5212	2.8303	2.8527
ENSG00000011201.12	ANOS1	protein_coding	170	83	87	1.3851	0.4117	0.4150
ENSG00000011243.18	AKAP8L	protein_coding	1601	1446	1435	18.1885	5.4067	5.4495
ENSG00000011258.16	MBTD1	protein_coding	1250	629	621	10.0399	2.9844	3.0081
ENSG00000011260.14	UTP18	protein_coding	2852	1434	1419	60.8818	18.0977	18.2410
ENSG00000011275.19	RNF216	protein_coding	7911	3927	3986	60.2525	17.9106	18.0525
ENSG00000011295.16	TTC19	protein_coding	1592	829	802	15.1735	4.5105	4.5462
ENSG00000011304.22	PTBP1	protein_coding	19055	9350	9709	146.1898	43.4564	43.8005
ENSG00000011332.19	DPF1	protein_coding	111	60	52	1.3343	0.3966	0.3998
ENSG00000011347.10	SYT7	protein_coding	19	14	5	0.1452	0.0432	0.0435
ENSG00000011376.12	LARS2	protein_coding	2845	1420	1426	13.2312	3.9331	3.9643
ENSG00000011405.13	PIK3C2A	protein_coding	1928	950	978	12.0869	3.5929	3.6214
ENSG00000011422.12	PLAUR	protein_coding	1756	838	918	22.7335	6.7577	6.8113
ENSG00000011426.11	ANLN	protein_coding	3966	2041	2037	38.1595	11.3433	11.4331
ENSG00000011451.21	WIZ	protein_coding	3854	1922	1933	22.1560	6.5861	6.6383
ENSG00000011454.18	RABGAP1	protein_coding	4476	2251	2226	33.7343	10.0279	10.1073
ENSG00000011465.18	DCN	protein_coding	918	482	436	4.0932	1.2167	1.2264
ENSG00000011478.13	QPCTL	protein_coding	1405	689	721	28.6973	8.5306	8.5981
ENSG00000011485.15	PPP5C	protein_coding	3601	1967	1975	29.3104	8.7128	8.7818
ENSG00000011523.14	CEP68	protein_coding	1693	956	1012	11.3288	3.3676	3.3943
